tasa de aprendizaje no especificada se estable ce en 0.1000
train no especficado se estable ce en 0.6500
train no especficado se establece en 0.3500
etapa 4778900 0.00000022 ecm:0.0000
etapa 4779000 0.00000022 ecm:0.0000
etapa 4779100 0.00000022 ecm:0.0000
etapa 4779200 0.00000022 ecm:0.0000
etapa 4779300 0.00000022 ecm:0.0000
etapa 4779400 0.00000022 ecm:0.0000
etapa 4779500 0.00000022 ecm:0.0000
etapa 4779600 0.00000022 ecm:0.0000
etapa 4779700 0.00000022 ecm:0.0000
etapa 4779800 0.00000022 ecm:0.0000
etapa 4779900 0.00000022 ecm:0.0000
etapa 4780000 0.00000022 ecm:0.0000
etapa 4780100 0.00000022 ecm:0.0000
etapa 4780200 0.00000022 ecm:0.0000
etapa 4780300 0.00000022 ecm:0.0000
etapa 4780400 0.00000022 ecm:0.0000
etapa 4780500 0.00000022 ecm:0.0000
etapa 4780600 0.00000022 ecm:0.0000
etapa 4780700 0.00000022 ecm:0.0000
etapa 4780800 0.00000022 ecm:0.0000
etapa 4780900 0.00000022 ecm:0.0000
etapa 4781000 0.00000022 ecm:0.0000
etapa 4781100 0.00000022 ecm:0.0000
etapa 4781200 0.00000022 ecm:0.0000
etapa 4781300 0.00000022 ecm:0.0000
etapa 4781400 0.00000022 ecm:0.0000
etapa 4781500 0.00000022 ecm:0.0000
etapa 4781600 0.00000022 ecm:0.0000
etapa 4781700 0.00000022 ecm:0.0000
etapa 4781800 0.00000022 ecm:0.0000
etapa 4781900 0.00000022 ecm:0.0000
etapa 4782000 0.00000022 ecm:0.0000
etapa 4782100 0.00000022 ecm:0.0000
etapa 4782200 0.00000022 ecm:0.0000
etapa 4782300 0.00000022 ecm:0.0000
etapa 4782400 0.00000022 ecm:0.0000
etapa 4782500 0.00000022 ecm:0.0000
etapa 4782600 0.00000022 ecm:0.0000
etapa 4782700 0.00000022 ecm:0.0000
etapa 4782800 0.00000022 ecm:0.0000
etapa 4782900 0.00000022 ecm:0.0000
etapa 4783000 0.00000022 ecm:0.0000
etapa 4783100 0.00000022 ecm:0.0000
etapa 4783200 0.00000022 ecm:0.0000
etapa 4783300 0.00000022 ecm:0.0000
etapa 4783400 0.00000022 ecm:0.0000
etapa 4783500 0.00000022 ecm:0.0000
etapa 4783600 0.00000022 ecm:0.0000
etapa 4783700 0.00000022 ecm:0.0000
etapa 4783800 0.00000022 ecm:0.0000
etapa 4783900 0.00000022 ecm:0.0000
etapa 4784000 0.00000022 ecm:0.0000
etapa 4784100 0.00000022 ecm:0.0000
etapa 4784200 0.00000022 ecm:0.0000
etapa 4784300 0.00000022 ecm:0.0000
etapa 4784400 0.00000022 ecm:0.0000
etapa 4784500 0.00000022 ecm:0.0000
etapa 4784600 0.00000022 ecm:0.0000
etapa 4784700 0.00000022 ecm:0.0000
etapa 4784800 0.00000022 ecm:0.0000
etapa 4784900 0.00000022 ecm:0.0000
etapa 4785000 0.00000022 ecm:0.0000
etapa 4785100 0.00000022 ecm:0.0000
etapa 4785200 0.00000022 ecm:0.0000
etapa 4785300 0.00000022 ecm:0.0000
etapa 4785400 0.00000022 ecm:0.0000
etapa 4785500 0.00000022 ecm:0.0000
etapa 4785600 0.00000022 ecm:0.0000
etapa 4785700 0.00000022 ecm:0.0000
etapa 4785800 0.00000022 ecm:0.0000
etapa 4785900 0.00000022 ecm:0.0000
etapa 4786000 0.00000022 ecm:0.0000
etapa 4786100 0.00000022 ecm:0.0000
etapa 4786200 0.00000022 ecm:0.0000
etapa 4786300 0.00000022 ecm:0.0000
etapa 4786400 0.00000022 ecm:0.0000
etapa 4786500 0.00000022 ecm:0.0000
etapa 4786600 0.00000022 ecm:0.0000
etapa 4786700 0.00000022 ecm:0.0000
etapa 4786800 0.00000022 ecm:0.0000
etapa 4786900 0.00000022 ecm:0.0000
etapa 4787000 0.00000022 ecm:0.0000
etapa 4787100 0.00000022 ecm:0.0000
etapa 4787200 0.00000022 ecm:0.0000
etapa 4787300 0.00000022 ecm:0.0000
etapa 4787400 0.00000022 ecm:0.0000
etapa 4787500 0.00000022 ecm:0.0000
etapa 4787600 0.00000022 ecm:0.0000
etapa 4787700 0.00000022 ecm:0.0000
etapa 4787800 0.00000022 ecm:0.0000
etapa 4787900 0.00000022 ecm:0.0000
etapa 4788000 0.00000022 ecm:0.0000
etapa 4788100 0.00000022 ecm:0.0000
etapa 4788200 0.00000022 ecm:0.0000
etapa 4788300 0.00000022 ecm:0.0000
etapa 4788400 0.00000022 ecm:0.0000
etapa 4788500 0.00000022 ecm:0.0000
etapa 4788600 0.00000022 ecm:0.0000
etapa 4788700 0.00000022 ecm:0.0000
etapa 4788800 0.00000022 ecm:0.0000
etapa 4788900 0.00000022 ecm:0.0000
etapa 4789000 0.00000022 ecm:0.0000
etapa 4789100 0.00000022 ecm:0.0000
etapa 4789200 0.00000022 ecm:0.0000
etapa 4789300 0.00000022 ecm:0.0000
etapa 4789400 0.00000022 ecm:0.0000
etapa 4789500 0.00000022 ecm:0.0000
etapa 4789600 0.00000022 ecm:0.0000
etapa 4789700 0.00000022 ecm:0.0000
etapa 4789800 0.00000022 ecm:0.0000
etapa 4789900 0.00000022 ecm:0.0000
etapa 4790000 0.00000022 ecm:0.0000
etapa 4790100 0.00000022 ecm:0.0000
etapa 4790200 0.00000022 ecm:0.0000
etapa 4790300 0.00000022 ecm:0.0000
etapa 4790400 0.00000022 ecm:0.0000
etapa 4790500 0.00000022 ecm:0.0000
etapa 4790600 0.00000022 ecm:0.0000
etapa 4790700 0.00000022 ecm:0.0000
etapa 4790800 0.00000022 ecm:0.0000
etapa 4790900 0.00000022 ecm:0.0000
etapa 4791000 0.00000022 ecm:0.0000
etapa 4791100 0.00000022 ecm:0.0000
etapa 4791200 0.00000022 ecm:0.0000
etapa 4791300 0.00000022 ecm:0.0000
etapa 4791400 0.00000022 ecm:0.0000
etapa 4791500 0.00000022 ecm:0.0000
etapa 4791600 0.00000022 ecm:0.0000
etapa 4791700 0.00000022 ecm:0.0000
etapa 4791800 0.00000022 ecm:0.0000
etapa 4791900 0.00000022 ecm:0.0000
etapa 4792000 0.00000022 ecm:0.0000
etapa 4792100 0.00000022 ecm:0.0000
etapa 4792200 0.00000022 ecm:0.0000
etapa 4792300 0.00000022 ecm:0.0000
etapa 4792400 0.00000022 ecm:0.0000
etapa 4792500 0.00000022 ecm:0.0000
etapa 4792600 0.00000022 ecm:0.0000
etapa 4792700 0.00000022 ecm:0.0000
etapa 4792800 0.00000022 ecm:0.0000
etapa 4792900 0.00000022 ecm:0.0000
etapa 4793000 0.00000022 ecm:0.0000
etapa 4793100 0.00000022 ecm:0.0000
etapa 4793200 0.00000022 ecm:0.0000
etapa 4793300 0.00000022 ecm:0.0000
etapa 4793400 0.00000022 ecm:0.0000
etapa 4793500 0.00000022 ecm:0.0000
etapa 4793600 0.00000022 ecm:0.0000
etapa 4793700 0.00000022 ecm:0.0000
etapa 4793800 0.00000022 ecm:0.0000
etapa 4793900 0.00000022 ecm:0.0000
etapa 4794000 0.00000022 ecm:0.0000
etapa 4794100 0.00000022 ecm:0.0000
etapa 4794200 0.00000022 ecm:0.0000
etapa 4794300 0.00000022 ecm:0.0000
etapa 4794400 0.00000022 ecm:0.0000
etapa 4794500 0.00000022 ecm:0.0000
etapa 4794600 0.00000022 ecm:0.0000
etapa 4794700 0.00000022 ecm:0.0000
etapa 4794800 0.00000022 ecm:0.0000
etapa 4794900 0.00000022 ecm:0.0000
etapa 4795000 0.00000022 ecm:0.0000
etapa 4795100 0.00000022 ecm:0.0000
etapa 4795200 0.00000022 ecm:0.0000
etapa 4795300 0.00000022 ecm:0.0000
etapa 4795400 0.00000022 ecm:0.0000
etapa 4795500 0.00000022 ecm:0.0000
etapa 4795600 0.00000022 ecm:0.0000
etapa 4795700 0.00000022 ecm:0.0000
etapa 4795800 0.00000022 ecm:0.0000
etapa 4795900 0.00000022 ecm:0.0000
etapa 4796000 0.00000022 ecm:0.0000
etapa 4796100 0.00000022 ecm:0.0000
etapa 4796200 0.00000022 ecm:0.0000
etapa 4796300 0.00000022 ecm:0.0000
etapa 4796400 0.00000022 ecm:0.0000
etapa 4796500 0.00000022 ecm:0.0000
etapa 4796600 0.00000022 ecm:0.0000
etapa 4796700 0.00000022 ecm:0.0000
etapa 4796800 0.00000022 ecm:0.0000
etapa 4796900 0.00000022 ecm:0.0000
etapa 4797000 0.00000022 ecm:0.0000
etapa 4797100 0.00000022 ecm:0.0000
etapa 4797200 0.00000022 ecm:0.0000
etapa 4797300 0.00000022 ecm:0.0000
etapa 4797400 0.00000022 ecm:0.0000
etapa 4797500 0.00000022 ecm:0.0000
etapa 4797600 0.00000022 ecm:0.0000
etapa 4797700 0.00000022 ecm:0.0000
etapa 4797800 0.00000022 ecm:0.0000
etapa 4797900 0.00000022 ecm:0.0000
etapa 4798000 0.00000022 ecm:0.0000
etapa 4798100 0.00000022 ecm:0.0000
etapa 4798200 0.00000022 ecm:0.0000
etapa 4798300 0.00000022 ecm:0.0000
etapa 4798400 0.00000022 ecm:0.0000
etapa 4798500 0.00000022 ecm:0.0000
etapa 4798600 0.00000022 ecm:0.0000
etapa 4798700 0.00000022 ecm:0.0000
etapa 4798800 0.00000022 ecm:0.0000
etapa 4798900 0.00000022 ecm:0.0000
etapa 4799000 0.00000022 ecm:0.0000
etapa 4799100 0.00000022 ecm:0.0000
etapa 4799200 0.00000022 ecm:0.0000
etapa 4799300 0.00000022 ecm:0.0000
etapa 4799400 0.00000022 ecm:0.0000
etapa 4799500 0.00000022 ecm:0.0000
etapa 4799600 0.00000022 ecm:0.0000
etapa 4799700 0.00000022 ecm:0.0000
etapa 4799800 0.00000022 ecm:0.0000
etapa 4799900 0.00000022 ecm:0.0000
etapa 4800000 0.00000022 ecm:0.0000
etapa 4800100 0.00000022 ecm:0.0000
etapa 4800200 0.00000022 ecm:0.0000
etapa 4800300 0.00000022 ecm:0.0000
etapa 4800400 0.00000022 ecm:0.0000
etapa 4800500 0.00000022 ecm:0.0000
etapa 4800600 0.00000022 ecm:0.0000
etapa 4800700 0.00000022 ecm:0.0000
etapa 4800800 0.00000022 ecm:0.0000
etapa 4800900 0.00000022 ecm:0.0000
etapa 4801000 0.00000022 ecm:0.0000
etapa 4801100 0.00000022 ecm:0.0000
etapa 4801200 0.00000022 ecm:0.0000
etapa 4801300 0.00000022 ecm:0.0000
etapa 4801400 0.00000022 ecm:0.0000
etapa 4801500 0.00000022 ecm:0.0000
etapa 4801600 0.00000022 ecm:0.0000
etapa 4801700 0.00000022 ecm:0.0000
etapa 4801800 0.00000022 ecm:0.0000
etapa 4801900 0.00000022 ecm:0.0000
etapa 4802000 0.00000022 ecm:0.0000
etapa 4802100 0.00000022 ecm:0.0000
etapa 4802200 0.00000022 ecm:0.0000
etapa 4802300 0.00000022 ecm:0.0000
etapa 4802400 0.00000022 ecm:0.0000
etapa 4802500 0.00000022 ecm:0.0000
etapa 4802600 0.00000022 ecm:0.0000
etapa 4802700 0.00000022 ecm:0.0000
etapa 4802800 0.00000022 ecm:0.0000
etapa 4802900 0.00000022 ecm:0.0000
etapa 4803000 0.00000022 ecm:0.0000
etapa 4803100 0.00000022 ecm:0.0000
etapa 4803200 0.00000022 ecm:0.0000
etapa 4803300 0.00000022 ecm:0.0000
etapa 4803400 0.00000022 ecm:0.0000
etapa 4803500 0.00000022 ecm:0.0000
etapa 4803600 0.00000022 ecm:0.0000
etapa 4803700 0.00000022 ecm:0.0000
etapa 4803800 0.00000022 ecm:0.0000
etapa 4803900 0.00000022 ecm:0.0000
etapa 4804000 0.00000022 ecm:0.0000
etapa 4804100 0.00000022 ecm:0.0000
etapa 4804200 0.00000022 ecm:0.0000
etapa 4804300 0.00000022 ecm:0.0000
etapa 4804400 0.00000022 ecm:0.0000
etapa 4804500 0.00000022 ecm:0.0000
etapa 4804600 0.00000022 ecm:0.0000
etapa 4804700 0.00000022 ecm:0.0000
etapa 4804800 0.00000022 ecm:0.0000
etapa 4804900 0.00000022 ecm:0.0000
etapa 4805000 0.00000022 ecm:0.0000
etapa 4805100 0.00000022 ecm:0.0000
etapa 4805200 0.00000022 ecm:0.0000
etapa 4805300 0.00000022 ecm:0.0000
etapa 4805400 0.00000022 ecm:0.0000
etapa 4805500 0.00000022 ecm:0.0000
etapa 4805600 0.00000022 ecm:0.0000
etapa 4805700 0.00000022 ecm:0.0000
etapa 4805800 0.00000022 ecm:0.0000
etapa 4805900 0.00000022 ecm:0.0000
etapa 4806000 0.00000022 ecm:0.0000
etapa 4806100 0.00000022 ecm:0.0000
etapa 4806200 0.00000022 ecm:0.0000
etapa 4806300 0.00000022 ecm:0.0000
etapa 4806400 0.00000022 ecm:0.0000
etapa 4806500 0.00000022 ecm:0.0000
etapa 4806600 0.00000022 ecm:0.0000
etapa 4806700 0.00000022 ecm:0.0000
etapa 4806800 0.00000022 ecm:0.0000
etapa 4806900 0.00000022 ecm:0.0000
etapa 4807000 0.00000022 ecm:0.0000
etapa 4807100 0.00000022 ecm:0.0000
etapa 4807200 0.00000022 ecm:0.0000
etapa 4807300 0.00000022 ecm:0.0000
etapa 4807400 0.00000022 ecm:0.0000
etapa 4807500 0.00000022 ecm:0.0000
etapa 4807600 0.00000022 ecm:0.0000
etapa 4807700 0.00000022 ecm:0.0000
etapa 4807800 0.00000022 ecm:0.0000
etapa 4807900 0.00000022 ecm:0.0000
etapa 4808000 0.00000022 ecm:0.0000
etapa 4808100 0.00000022 ecm:0.0000
etapa 4808200 0.00000022 ecm:0.0000
etapa 4808300 0.00000022 ecm:0.0000
etapa 4808400 0.00000022 ecm:0.0000
etapa 4808500 0.00000022 ecm:0.0000
etapa 4808600 0.00000022 ecm:0.0000
etapa 4808700 0.00000022 ecm:0.0000
etapa 4808800 0.00000022 ecm:0.0000
etapa 4808900 0.00000022 ecm:0.0000
etapa 4809000 0.00000022 ecm:0.0000
etapa 4809100 0.00000022 ecm:0.0000
etapa 4809200 0.00000022 ecm:0.0000
etapa 4809300 0.00000022 ecm:0.0000
etapa 4809400 0.00000022 ecm:0.0000
etapa 4809500 0.00000022 ecm:0.0000
etapa 4809600 0.00000022 ecm:0.0000
etapa 4809700 0.00000022 ecm:0.0000
etapa 4809800 0.00000022 ecm:0.0000
etapa 4809900 0.00000022 ecm:0.0000
etapa 4810000 0.00000022 ecm:0.0000
etapa 4810100 0.00000022 ecm:0.0000
etapa 4810200 0.00000022 ecm:0.0000
etapa 4810300 0.00000022 ecm:0.0000
etapa 4810400 0.00000022 ecm:0.0000
etapa 4810500 0.00000022 ecm:0.0000
etapa 4810600 0.00000022 ecm:0.0000
etapa 4810700 0.00000022 ecm:0.0000
etapa 4810800 0.00000022 ecm:0.0000
etapa 4810900 0.00000022 ecm:0.0000
etapa 4811000 0.00000022 ecm:0.0000
etapa 4811100 0.00000022 ecm:0.0000
etapa 4811200 0.00000022 ecm:0.0000
etapa 4811300 0.00000022 ecm:0.0000
etapa 4811400 0.00000022 ecm:0.0000
etapa 4811500 0.00000022 ecm:0.0000
etapa 4811600 0.00000022 ecm:0.0000
etapa 4811700 0.00000022 ecm:0.0000
etapa 4811800 0.00000022 ecm:0.0000
etapa 4811900 0.00000022 ecm:0.0000
etapa 4812000 0.00000022 ecm:0.0000
etapa 4812100 0.00000022 ecm:0.0000
etapa 4812200 0.00000022 ecm:0.0000
etapa 4812300 0.00000022 ecm:0.0000
etapa 4812400 0.00000022 ecm:0.0000
etapa 4812500 0.00000022 ecm:0.0000
etapa 4812600 0.00000022 ecm:0.0000
etapa 4812700 0.00000022 ecm:0.0000
etapa 4812800 0.00000022 ecm:0.0000
etapa 4812900 0.00000022 ecm:0.0000
etapa 4813000 0.00000022 ecm:0.0000
etapa 4813100 0.00000022 ecm:0.0000
etapa 4813200 0.00000022 ecm:0.0000
etapa 4813300 0.00000022 ecm:0.0000
etapa 4813400 0.00000022 ecm:0.0000
etapa 4813500 0.00000022 ecm:0.0000
etapa 4813600 0.00000022 ecm:0.0000
etapa 4813700 0.00000022 ecm:0.0000
etapa 4813800 0.00000022 ecm:0.0000
etapa 4813900 0.00000022 ecm:0.0000
etapa 4814000 0.00000022 ecm:0.0000
etapa 4814100 0.00000022 ecm:0.0000
etapa 4814200 0.00000022 ecm:0.0000
etapa 4814300 0.00000022 ecm:0.0000
etapa 4814400 0.00000022 ecm:0.0000
etapa 4814500 0.00000022 ecm:0.0000
etapa 4814600 0.00000022 ecm:0.0000
etapa 4814700 0.00000022 ecm:0.0000
etapa 4814800 0.00000022 ecm:0.0000
etapa 4814900 0.00000022 ecm:0.0000
etapa 4815000 0.00000022 ecm:0.0000
etapa 4815100 0.00000022 ecm:0.0000
etapa 4815200 0.00000022 ecm:0.0000
etapa 4815300 0.00000022 ecm:0.0000
etapa 4815400 0.00000022 ecm:0.0000
etapa 4815500 0.00000022 ecm:0.0000
etapa 4815600 0.00000022 ecm:0.0000
etapa 4815700 0.00000022 ecm:0.0000
etapa 4815800 0.00000022 ecm:0.0000
etapa 4815900 0.00000022 ecm:0.0000
etapa 4816000 0.00000022 ecm:0.0000
etapa 4816100 0.00000022 ecm:0.0000
etapa 4816200 0.00000022 ecm:0.0000
etapa 4816300 0.00000022 ecm:0.0000
etapa 4816400 0.00000022 ecm:0.0000
etapa 4816500 0.00000022 ecm:0.0000
etapa 4816600 0.00000022 ecm:0.0000
etapa 4816700 0.00000022 ecm:0.0000
etapa 4816800 0.00000022 ecm:0.0000
etapa 4816900 0.00000022 ecm:0.0000
etapa 4817000 0.00000022 ecm:0.0000
etapa 4817100 0.00000022 ecm:0.0000
etapa 4817200 0.00000022 ecm:0.0000
etapa 4817300 0.00000022 ecm:0.0000
etapa 4817400 0.00000022 ecm:0.0000
etapa 4817500 0.00000022 ecm:0.0000
etapa 4817600 0.00000022 ecm:0.0000
etapa 4817700 0.00000022 ecm:0.0000
etapa 4817800 0.00000022 ecm:0.0000
etapa 4817900 0.00000022 ecm:0.0000
etapa 4818000 0.00000022 ecm:0.0000
etapa 4818100 0.00000022 ecm:0.0000
etapa 4818200 0.00000022 ecm:0.0000
etapa 4818300 0.00000022 ecm:0.0000
etapa 4818400 0.00000022 ecm:0.0000
etapa 4818500 0.00000022 ecm:0.0000
etapa 4818600 0.00000022 ecm:0.0000
etapa 4818700 0.00000022 ecm:0.0000
etapa 4818800 0.00000022 ecm:0.0000
etapa 4818900 0.00000022 ecm:0.0000
etapa 4819000 0.00000022 ecm:0.0000
etapa 4819100 0.00000022 ecm:0.0000
etapa 4819200 0.00000022 ecm:0.0000
etapa 4819300 0.00000022 ecm:0.0000
etapa 4819400 0.00000022 ecm:0.0000
etapa 4819500 0.00000022 ecm:0.0000
etapa 4819600 0.00000022 ecm:0.0000
etapa 4819700 0.00000022 ecm:0.0000
etapa 4819800 0.00000022 ecm:0.0000
etapa 4819900 0.00000022 ecm:0.0000
etapa 4820000 0.00000022 ecm:0.0000
etapa 4820100 0.00000022 ecm:0.0000
etapa 4820200 0.00000022 ecm:0.0000
etapa 4820300 0.00000022 ecm:0.0000
etapa 4820400 0.00000022 ecm:0.0000
etapa 4820500 0.00000022 ecm:0.0000
etapa 4820600 0.00000022 ecm:0.0000
etapa 4820700 0.00000022 ecm:0.0000
etapa 4820800 0.00000022 ecm:0.0000
etapa 4820900 0.00000022 ecm:0.0000
etapa 4821000 0.00000022 ecm:0.0000
etapa 4821100 0.00000022 ecm:0.0000
etapa 4821200 0.00000022 ecm:0.0000
etapa 4821300 0.00000022 ecm:0.0000
etapa 4821400 0.00000022 ecm:0.0000
etapa 4821500 0.00000021 ecm:0.0000
etapa 4821600 0.00000021 ecm:0.0000
etapa 4821700 0.00000021 ecm:0.0000
etapa 4821800 0.00000021 ecm:0.0000
etapa 4821900 0.00000021 ecm:0.0000
etapa 4822000 0.00000021 ecm:0.0000
etapa 4822100 0.00000021 ecm:0.0000
etapa 4822200 0.00000021 ecm:0.0000
etapa 4822300 0.00000021 ecm:0.0000
etapa 4822400 0.00000021 ecm:0.0000
etapa 4822500 0.00000021 ecm:0.0000
etapa 4822600 0.00000021 ecm:0.0000
etapa 4822700 0.00000021 ecm:0.0000
etapa 4822800 0.00000021 ecm:0.0000
etapa 4822900 0.00000021 ecm:0.0000
etapa 4823000 0.00000021 ecm:0.0000
etapa 4823100 0.00000021 ecm:0.0000
etapa 4823200 0.00000021 ecm:0.0000
etapa 4823300 0.00000021 ecm:0.0000
etapa 4823400 0.00000021 ecm:0.0000
etapa 4823500 0.00000021 ecm:0.0000
etapa 4823600 0.00000021 ecm:0.0000
etapa 4823700 0.00000021 ecm:0.0000
etapa 4823800 0.00000021 ecm:0.0000
etapa 4823900 0.00000021 ecm:0.0000
etapa 4824000 0.00000021 ecm:0.0000
etapa 4824100 0.00000021 ecm:0.0000
etapa 4824200 0.00000021 ecm:0.0000
etapa 4824300 0.00000021 ecm:0.0000
etapa 4824400 0.00000021 ecm:0.0000
etapa 4824500 0.00000021 ecm:0.0000
etapa 4824600 0.00000021 ecm:0.0000
etapa 4824700 0.00000021 ecm:0.0000
etapa 4824800 0.00000021 ecm:0.0000
etapa 4824900 0.00000021 ecm:0.0000
etapa 4825000 0.00000021 ecm:0.0000
etapa 4825100 0.00000021 ecm:0.0000
etapa 4825200 0.00000021 ecm:0.0000
etapa 4825300 0.00000021 ecm:0.0000
etapa 4825400 0.00000021 ecm:0.0000
etapa 4825500 0.00000021 ecm:0.0000
etapa 4825600 0.00000021 ecm:0.0000
etapa 4825700 0.00000021 ecm:0.0000
etapa 4825800 0.00000021 ecm:0.0000
etapa 4825900 0.00000021 ecm:0.0000
etapa 4826000 0.00000021 ecm:0.0000
etapa 4826100 0.00000021 ecm:0.0000
etapa 4826200 0.00000021 ecm:0.0000
etapa 4826300 0.00000021 ecm:0.0000
etapa 4826400 0.00000021 ecm:0.0000
etapa 4826500 0.00000021 ecm:0.0000
etapa 4826600 0.00000021 ecm:0.0000
etapa 4826700 0.00000021 ecm:0.0000
etapa 4826800 0.00000021 ecm:0.0000
etapa 4826900 0.00000021 ecm:0.0000
etapa 4827000 0.00000021 ecm:0.0000
etapa 4827100 0.00000021 ecm:0.0000
etapa 4827200 0.00000021 ecm:0.0000
etapa 4827300 0.00000021 ecm:0.0000
etapa 4827400 0.00000021 ecm:0.0000
etapa 4827500 0.00000021 ecm:0.0000
etapa 4827600 0.00000021 ecm:0.0000
etapa 4827700 0.00000021 ecm:0.0000
etapa 4827800 0.00000021 ecm:0.0000
etapa 4827900 0.00000021 ecm:0.0000
etapa 4828000 0.00000021 ecm:0.0000
etapa 4828100 0.00000021 ecm:0.0000
etapa 4828200 0.00000021 ecm:0.0000
etapa 4828300 0.00000021 ecm:0.0000
etapa 4828400 0.00000021 ecm:0.0000
etapa 4828500 0.00000021 ecm:0.0000
etapa 4828600 0.00000021 ecm:0.0000
etapa 4828700 0.00000021 ecm:0.0000
etapa 4828800 0.00000021 ecm:0.0000
etapa 4828900 0.00000021 ecm:0.0000
etapa 4829000 0.00000021 ecm:0.0000
etapa 4829100 0.00000021 ecm:0.0000
etapa 4829200 0.00000021 ecm:0.0000
etapa 4829300 0.00000021 ecm:0.0000
etapa 4829400 0.00000021 ecm:0.0000
etapa 4829500 0.00000021 ecm:0.0000
etapa 4829600 0.00000021 ecm:0.0000
etapa 4829700 0.00000021 ecm:0.0000
etapa 4829800 0.00000021 ecm:0.0000
etapa 4829900 0.00000021 ecm:0.0000
etapa 4830000 0.00000021 ecm:0.0000
etapa 4830100 0.00000021 ecm:0.0000
etapa 4830200 0.00000021 ecm:0.0000
etapa 4830300 0.00000021 ecm:0.0000
etapa 4830400 0.00000021 ecm:0.0000
etapa 4830500 0.00000021 ecm:0.0000
etapa 4830600 0.00000021 ecm:0.0000
etapa 4830700 0.00000021 ecm:0.0000
etapa 4830800 0.00000021 ecm:0.0000
etapa 4830900 0.00000021 ecm:0.0000
etapa 4831000 0.00000021 ecm:0.0000
etapa 4831100 0.00000021 ecm:0.0000
etapa 4831200 0.00000021 ecm:0.0000
etapa 4831300 0.00000021 ecm:0.0000
etapa 4831400 0.00000021 ecm:0.0000
etapa 4831500 0.00000021 ecm:0.0000
etapa 4831600 0.00000021 ecm:0.0000
etapa 4831700 0.00000021 ecm:0.0000
etapa 4831800 0.00000021 ecm:0.0000
etapa 4831900 0.00000021 ecm:0.0000
etapa 4832000 0.00000021 ecm:0.0000
etapa 4832100 0.00000021 ecm:0.0000
etapa 4832200 0.00000021 ecm:0.0000
etapa 4832300 0.00000021 ecm:0.0000
etapa 4832400 0.00000021 ecm:0.0000
etapa 4832500 0.00000021 ecm:0.0000
etapa 4832600 0.00000021 ecm:0.0000
etapa 4832700 0.00000021 ecm:0.0000
etapa 4832800 0.00000021 ecm:0.0000
etapa 4832900 0.00000021 ecm:0.0000
etapa 4833000 0.00000021 ecm:0.0000
etapa 4833100 0.00000021 ecm:0.0000
etapa 4833200 0.00000021 ecm:0.0000
etapa 4833300 0.00000021 ecm:0.0000
etapa 4833400 0.00000021 ecm:0.0000
etapa 4833500 0.00000021 ecm:0.0000
etapa 4833600 0.00000021 ecm:0.0000
etapa 4833700 0.00000021 ecm:0.0000
etapa 4833800 0.00000021 ecm:0.0000
etapa 4833900 0.00000021 ecm:0.0000
etapa 4834000 0.00000021 ecm:0.0000
etapa 4834100 0.00000021 ecm:0.0000
etapa 4834200 0.00000021 ecm:0.0000
etapa 4834300 0.00000021 ecm:0.0000
etapa 4834400 0.00000021 ecm:0.0000
etapa 4834500 0.00000021 ecm:0.0000
etapa 4834600 0.00000021 ecm:0.0000
etapa 4834700 0.00000021 ecm:0.0000
etapa 4834800 0.00000021 ecm:0.0000
etapa 4834900 0.00000021 ecm:0.0000
etapa 4835000 0.00000021 ecm:0.0000
etapa 4835100 0.00000021 ecm:0.0000
etapa 4835200 0.00000021 ecm:0.0000
etapa 4835300 0.00000021 ecm:0.0000
etapa 4835400 0.00000021 ecm:0.0000
etapa 4835500 0.00000021 ecm:0.0000
etapa 4835600 0.00000021 ecm:0.0000
etapa 4835700 0.00000021 ecm:0.0000
etapa 4835800 0.00000021 ecm:0.0000
etapa 4835900 0.00000021 ecm:0.0000
etapa 4836000 0.00000021 ecm:0.0000
etapa 4836100 0.00000021 ecm:0.0000
etapa 4836200 0.00000021 ecm:0.0000
etapa 4836300 0.00000021 ecm:0.0000
etapa 4836400 0.00000021 ecm:0.0000
etapa 4836500 0.00000021 ecm:0.0000
etapa 4836600 0.00000021 ecm:0.0000
etapa 4836700 0.00000021 ecm:0.0000
etapa 4836800 0.00000021 ecm:0.0000
etapa 4836900 0.00000021 ecm:0.0000
etapa 4837000 0.00000021 ecm:0.0000
etapa 4837100 0.00000021 ecm:0.0000
etapa 4837200 0.00000021 ecm:0.0000
etapa 4837300 0.00000021 ecm:0.0000
etapa 4837400 0.00000021 ecm:0.0000
etapa 4837500 0.00000021 ecm:0.0000
etapa 4837600 0.00000021 ecm:0.0000
etapa 4837700 0.00000021 ecm:0.0000
etapa 4837800 0.00000021 ecm:0.0000
etapa 4837900 0.00000021 ecm:0.0000
etapa 4838000 0.00000021 ecm:0.0000
etapa 4838100 0.00000021 ecm:0.0000
etapa 4838200 0.00000021 ecm:0.0000
etapa 4838300 0.00000021 ecm:0.0000
etapa 4838400 0.00000021 ecm:0.0000
etapa 4838500 0.00000021 ecm:0.0000
etapa 4838600 0.00000021 ecm:0.0000
etapa 4838700 0.00000021 ecm:0.0000
etapa 4838800 0.00000021 ecm:0.0000
etapa 4838900 0.00000021 ecm:0.0000
etapa 4839000 0.00000021 ecm:0.0000
etapa 4839100 0.00000021 ecm:0.0000
etapa 4839200 0.00000021 ecm:0.0000
etapa 4839300 0.00000021 ecm:0.0000
etapa 4839400 0.00000021 ecm:0.0000
